[2026-04-04 11:47:38] Unknown Attack (Anomaly) | 192.168.1.219 → 10.0.0.27 | conf=0.6 | Isolation Forest (override)
[2026-04-04 12:51:29] Port Scan | 10.200.2.221 → 10.0.0.47 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:30] Brute Force | 203.0.113.123 → 10.0.0.22 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:33] Unknown Anomaly | 192.168.1.29 → 10.0.0.29 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:51:34] DoS/DDoS | 172.16.2.128 → 10.0.0.22 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:36] Port Scan | 10.200.5.182 → 10.0.0.16 | conf=0.999 | Random Forest | action=IP Blocked
[2026-04-04 12:51:42] Port Scan | 10.200.1.179 → 10.0.0.40 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:44] Brute Force | 203.0.113.165 → 10.0.0.48 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:53] Port Scan | 10.200.5.201 → 10.0.0.35 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:51:58] DoS/DDoS | 172.16.2.143 → 10.0.0.12 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:52:04] Port Scan | 10.200.1.242 → 10.0.0.36 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:52:20] DoS/DDoS | 172.16.2.206 → 10.0.0.11 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:52:30] Brute Force | 203.0.113.138 → 10.0.0.38 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:57:43] DoS/DDoS | 172.16.3.148 → 10.0.0.18 | conf=1.0 | Hybrid (RF + IF agree) | action=IP Blocked
[2026-04-04 12:57:43] Port Scan | 10.200.1.25 → 10.0.0.26 | conf=0.999 | Random Forest | action=IP Blocked
[2026-04-04 12:57:47] Port Scan | 10.200.2.117 → 10.0.0.23 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:57:49] Brute Force | 203.0.113.173 → 10.0.0.24 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:57:52] Brute Force | 203.0.113.244 → 10.0.0.23 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:57:56] Port Scan | 10.200.1.196 → 10.0.0.42 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:57:57] Brute Force | 203.0.113.18 → 10.0.0.16 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:57:59] Port Scan | 10.200.1.137 → 10.0.0.44 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:02] DoS/DDoS | 172.16.2.99 → 10.0.0.12 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:05] Brute Force | 203.0.113.224 → 10.0.0.49 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:11] Port Scan | 10.200.5.4 → 10.0.0.34 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:18] Unknown Anomaly | 192.168.1.89 → 10.0.0.44 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:58:22] Port Scan | 10.200.3.84 → 10.0.0.47 | conf=0.998 | Random Forest | action=IP Blocked
[2026-04-04 12:58:24] DoS/DDoS | 172.16.2.80 → 10.0.0.49 | conf=0.995 | Random Forest | action=IP Blocked
[2026-04-04 12:58:24] Unknown Anomaly | 192.168.1.55 → 10.0.0.50 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:58:26] Brute Force | 203.0.113.166 → 10.0.0.46 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:28] Unknown Anomaly | 192.168.1.51 → 10.0.0.9 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:58:29] Brute Force | 203.0.113.246 → 10.0.0.47 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:32] DoS/DDoS | 172.16.1.165 → 10.0.0.23 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:58:36] Unknown Anomaly | 192.168.1.130 → 10.0.0.50 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:58:45] DoS/DDoS | 172.16.2.60 → 10.0.0.18 | conf=1.0 | Hybrid (RF + IF agree) | action=IP Blocked
[2026-04-04 12:58:51] Unknown Anomaly | 192.168.1.174 → 10.0.0.15 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:58:58] Unknown Anomaly | 192.168.1.160 → 10.0.0.50 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:59:14] Unknown Anomaly | 192.168.1.141 → 10.0.0.15 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 12:59:26] Port Scan | 10.200.5.32 → 10.0.0.33 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:59:43] Port Scan | 10.200.3.26 → 10.0.0.49 | conf=1.0 | Random Forest | action=IP Blocked
[2026-04-04 12:59:58] Unknown Anomaly | 192.168.1.20 → 10.0.0.30 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 13:00:11] Unknown Anomaly | 192.168.1.5 → 10.0.0.22 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 13:01:56] Unknown Anomaly | 192.168.29.40 → 20.189.173.4 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 13:04:10] Unknown Anomaly | 20.42.65.89 → 192.168.29.40 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 13:05:52] DoS/DDoS | 192.168.29.191 → 192.168.29.40 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 13:06:52] DoS/DDoS | 162.159.140.229 → 192.168.29.40 | conf=0.65 | Hybrid (IF anomaly, RF suggests DoS/DDoS) | action=IP Blocked
[2026-04-04 13:06:55] Unknown Anomaly | 52.38.254.163 → 192.168.29.40 | conf=0.6 | Isolation Forest (anomaly) | action=IP Blocked
[2026-04-04 13:15:52] [HIGH] Brute Force | 203.0.113.21 → 10.0.0.45 | conf=1.0 | Random Forest | action=IP Blocked | reason=Repeated auth-port connections → credential guessing attack | Classifier identified Brute Force pattern (100% confidence)
[2026-04-04 13:15:52] [HIGH] DoS/DDoS | 172.16.3.206 → 10.0.0.38 | conf=1.0 | Random Forest | action=IP Blocked | reason=High packet rate with flood patterns → denial-of-service attempt | Classifier identified DoS/DDoS pattern (100% confidence)
[2026-04-04 13:15:53] [HIGH] Brute Force | 203.0.113.204 → 10.0.0.1 | conf=1.0 | Random Forest | action=IP Blocked | reason=Repeated auth-port connections → credential guessing attack | Classifier identified Brute Force pattern (100% confidence)
[2026-04-04 13:15:53] [HIGH] Brute Force | 203.0.113.97 → 10.0.0.33 | conf=1.0 | Random Forest | action=IP Blocked | reason=Repeated auth-port connections → credential guessing attack | Classifier identified Brute Force pattern (100% confidence)
[2026-04-04 13:15:55] [HIGH] Port Scan | 10.200.1.61 → 10.0.0.22 | conf=0.999 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:15:56] [HIGH] DoS/DDoS | 172.16.1.154 → 10.0.0.9 | conf=1.0 | Random Forest | action=IP Blocked | reason=High packet rate with flood patterns → denial-of-service attempt | Classifier identified DoS/DDoS pattern (100% confidence)
[2026-04-04 13:15:57] [HIGH] Brute Force | 203.0.113.238 → 10.0.0.24 | conf=1.0 | Random Forest | action=IP Blocked | reason=Repeated auth-port connections → credential guessing attack | Classifier identified Brute Force pattern (100% confidence)
[2026-04-04 13:16:00] [HIGH] Brute Force | 203.0.113.35 → 10.0.0.48 | conf=1.0 | Random Forest | action=IP Blocked | reason=Repeated auth-port connections → credential guessing attack | Classifier identified Brute Force pattern (100% confidence)
[2026-04-04 13:16:03] [HIGH] Port Scan | 10.200.4.130 → 10.0.0.46 | conf=1.0 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:06] [HIGH] Port Scan | 10.200.3.150 → 10.0.0.18 | conf=1.0 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:07] [HIGH] Port Scan | 10.200.4.63 → 10.0.0.43 | conf=1.0 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:10] [HIGH] DoS/DDoS | 172.16.2.12 → 10.0.0.33 | conf=1.0 | Random Forest | action=IP Blocked | reason=High packet rate with flood patterns → denial-of-service attempt | Classifier identified DoS/DDoS pattern (100% confidence)
[2026-04-04 13:16:10] [HIGH] Port Scan | 10.200.2.90 → 10.0.0.20 | conf=1.0 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:12] [HIGH] Port Scan | 10.200.3.173 → 10.0.0.5 | conf=0.999 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:14] [HIGH] Port Scan | 10.200.5.176 → 10.0.0.29 | conf=1.0 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:23] [HIGH] DoS/DDoS | 172.16.3.41 → 10.0.0.46 | conf=1.0 | Random Forest | action=IP Blocked | reason=High packet rate with flood patterns → denial-of-service attempt | Classifier identified DoS/DDoS pattern (100% confidence)
[2026-04-04 13:16:25] [HIGH] Port Scan | 10.200.1.241 → 10.0.0.11 | conf=1.0 | Random Forest | action=IP Blocked | reason=Multiple ports probed in short time → reconnaissance activity | Classifier identified Port Scan pattern (100% confidence)
[2026-04-04 13:16:37] [LOW] Suspicious Activity | 192.168.1.95 → 10.0.0.32 | conf=0.522 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:16:45] [HIGH] DoS/DDoS | 172.16.1.130 → 10.0.0.3 | conf=1.0 | Random Forest | action=IP Blocked | reason=High packet rate with flood patterns → denial-of-service attempt | Classifier identified DoS/DDoS pattern (100% confidence)
[2026-04-04 13:16:51] [HIGH] Brute Force | 203.0.113.175 → 10.0.0.44 | conf=1.0 | Random Forest | action=IP Blocked | reason=Repeated auth-port connections → credential guessing attack | Classifier identified Brute Force pattern (100% confidence)
[2026-04-04 13:17:38] [LOW] Suspicious Activity | 192.168.1.229 → 10.0.0.12 | conf=0.543 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:19:17] [LOW] Suspicious Activity | 192.168.1.248 → 10.0.0.19 | conf=0.543 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:19:59] [LOW] Suspicious Activity | 192.168.1.240 → 10.0.0.37 | conf=0.553 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:20:23] [LOW] Suspicious Activity | 192.168.1.87 → 10.0.0.23 | conf=0.525 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:21:25] [LOW] Suspicious Activity | 192.168.1.231 → 10.0.0.23 | conf=0.516 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:09] [LOW] Suspicious Activity | 192.168.29.40 → 192.168.29.191 | conf=0.558 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:09] [LOW] Suspicious Activity | 192.168.29.40 → 192.168.29.191 | conf=0.558 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:32] [LOW] Suspicious Activity | 192.168.29.40 → 13.107.5.93 | conf=0.554 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:35] [LOW] Suspicious Activity | 192.168.29.40 → 162.159.140.229 | conf=0.526 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:38] [LOW] Suspicious Activity | 162.159.140.229 → 192.168.29.40 | conf=0.566 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:41] [LOW] Suspicious Activity | 192.168.29.40 → 162.159.140.229 | conf=0.521 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:43] [LOW] Suspicious Activity | 162.159.140.229 → 192.168.29.40 | conf=0.553 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:44] [LOW] Suspicious Activity | 192.168.29.40 → 184.34.126.28 | conf=0.566 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:47] [LOW] Suspicious Activity | 162.159.140.229 → 192.168.29.40 | conf=0.548 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:53] [LOW] Suspicious Activity | 192.168.29.40 → 162.159.140.229 | conf=0.547 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:23:56] [LOW] Suspicious Activity | 162.159.140.229 → 192.168.29.40 | conf=0.577 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:24:00] [LOW] Suspicious Activity | 162.159.140.229 → 192.168.29.40 | conf=0.504 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:24:02] [LOW] Suspicious Activity | 192.168.29.40 → 162.159.140.229 | conf=0.534 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:24:04] [LOW] Suspicious Activity | 162.159.140.229 → 192.168.29.40 | conf=0.508 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:09] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.537 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:10] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.551 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:11] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.53 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:13] [LOW] Suspicious Activity | 192.168.29.40 → 13.232.247.168 | conf=0.561 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:15] [LOW] Suspicious Activity | 13.232.247.168 → 192.168.29.40 | conf=0.503 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:16] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.552 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:16] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.558 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:16] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.646 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:16] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.573 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:16] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.575 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:16] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.577 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:17] [LOW] Suspicious Activity | 192.168.29.40 → 13.232.247.168 | conf=0.568 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:17] [LOW] Suspicious Activity | 192.168.29.40 → 13.232.247.168 | conf=0.544 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:17] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.566 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:17] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.563 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:18] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.513 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:18] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.519 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:18] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.556 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:18] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.591 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:21] [LOW] Suspicious Activity | 192.168.29.40 → 192.168.29.191 | conf=0.556 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:21] [LOW] Suspicious Activity | 192.168.29.40 → 192.168.29.191 | conf=0.55 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:22] [LOW] Suspicious Activity | 192.168.29.40 → 23.220.232.64 | conf=0.555 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:23] [LOW] Suspicious Activity | 192.168.29.40 → 43.205.29.79 | conf=0.578 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:25] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.682 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:27] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.566 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:27] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.763 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:27] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.762 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:28] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.762 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:28] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.764 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:28] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.764 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:29] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.544 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:29] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.562 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:29] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.539 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:29] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.558 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:30] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.573 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:30] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.541 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:31] [LOW] Suspicious Activity | 43.205.29.79 → 192.168.29.40 | conf=0.57 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:31] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.758 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:31] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.747 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:31] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.763 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:31] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.764 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:31] [LOW] Suspicious: DoS/DDoS | 192.168.29.40 → 43.205.29.79 | conf=0.761 | Hybrid (IF anomaly + RF hints DoS/DDoS) | action=Logged | reason=High packet rate with flood patterns → denial-of-service attempt | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:53] [LOW] Suspicious Activity | 192.168.29.40 → 192.168.29.191 | conf=0.555 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-04 13:25:53] [LOW] Suspicious Activity | 192.168.29.40 → 192.168.29.191 | conf=0.572 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:26] [LOW] Suspicious Activity | 52.182.143.208 → 10.17.8.92 | conf=0.54 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:26] [LOW] Suspicious Activity | 98.90.216.81 → 10.17.8.92 | conf=0.53 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:27] [LOW] Suspicious Activity | 10.17.8.92 → 104.18.13.27 | conf=0.546 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
[2026-04-06 09:55:27] [LOW] Suspicious Activity | 10.17.8.92 → 199.232.213.133 | conf=0.512 | Isolation Forest (anomaly) | action=Logged | reason=Anomalous traffic pattern does not match known profiles | Anomaly detector flagged unusual behavior, classifier uncertain
